id,desc_en
145,"■Free parking and public restrooms. Confirmed not to be closed at night. Restrooms are simple flush toilets, and Western-style toilets are also available. Extremely quiet at night. Cell phone reception is OK. Safety is at your own risk. (Confirmed on-site by the administrator in August 2023)
■Regarding overnight stays in vehicles and paranormal phenomena 👻"
146,"■Free parking and public toilets. Confirmed that they are not closed at night. The toilets are temporary Japanese-style pit toilets and smell bad. The parking lot is level and flat. As it is a famous spot for night views, there may be some troublemakers. There are virtually no people around, so safety is your own responsibility. (Confirmed on-site by administrator in August 2023)"
147,"■Free parking and public toilets. Confirmed that they are not closed at night. The toilets are temporary, simple flush toilets and smelly. Extremely quiet at night (quietness rank S). The downsides are the possibility of bears and the lack of cell phone reception. (Confirmed on-site by administrator in August 2023)
■Report from a reader of this site: You can see cherry salmon swimming up the waterfall near Kaminoko Pond. Recommended in the evenings of July and August. There are toilets (temporary) at the parking area, there are signs warning of bear sightings, the road is unpaved, it's quiet, and since Michi-no-Eki Satsuru (Michi-no-Eki Papasland Satsuru) is nearby, it's better not to stay overnight. (Older post from before 2019)"
148,"■Free parking and public toilets. Confirmed that they are not closed at night. The toilets are pit toilets, but there are also Western-style toilets. Naturally, they smell. The parking lot is generally sloped, with only a few relatively level spaces. Cell phone reception is barely possible for both Docomo and SoftBank. Elevation 677m. I came here because it was scorching hot in Tomakomai city, but it was cool and comfortable, and I slept soundly until morning. It is extremely quiet at night, but it gets noisy from early morning as hikers start gathering in droves. (Confirmed on-site by the administrator in August 2023)"
149,"■Free parking and public toilets. Confirmed they are not closed at night. The toilets are clean, flush toilets, and include Western-style toilets. Extremely quiet at night (quietness level S). It's quiet and the air is clean, which is great, but unfortunately, there is no cell phone signal (Docomo, SoftBank). You can barely pick up a signal, but communication is impossible. Also, there are absolutely no people around, so safety is your own responsibility. (Confirmed on-site by the administrator in August 2023)

■Free parking and toilets. Very pleasant in the middle of the forest. Absolutely no people around. (Older post from before 2019)"
150,"■Free parking and public restrooms. Confirmed not to be closed at night. The restrooms are clean, flush toilets, and include Western-style toilets. The downside is that it's located along a very busy national highway, so large trucks pass by frequently, making it noisy. There were no signs specifically prohibiting overnight parking. As other reports indicate, parking may be prohibited in winter. (Administrator's on-site confirmation, August 2022)
■Report from a reader of this site: Overnight parking is not allowed at the restroom across from MaxValu in Kutchan Town. It also hinders snow removal. There is a notice to that effect. (Older post from before 2019)
■Report from a reader of this site: There are vending machines and clean restrooms diagonally across from MaxValu. It might be noisy as it's along the road... (Older post from before 2019)"
151,"■Free parking and public restrooms. Confirmed that they are not closed at night. The restrooms are clean, flush toilets, and include Western-style toilets. Located along the main road that goes from Oshamanbe to the Sea of ​​Japan side, the noise from trucks is terrible (they speed at over 100 km/h). Getting a good night's sleep is difficult. (Confirmed on-site by the administrator in June 2022)"
152,"■Free parking and public restrooms. Confirmed they are not closed at night. The restrooms are clean, flush toilets, and include Western-style bidet toilets. Trucks are parked overnight, and their vehicles are idling all night. There is traffic coming and going at the interchange all night. (Confirmed on-site by administrator in July 2022)
■Report from a reader of this site: It's not crowded with cars, the restrooms are clean, and it's quiet because it's on the outskirts of town. It's perfect for overnight stays in your car. The restrooms are clean and it's quiet at night. (Older post from before 2019)"
153,"■Free parking and public restrooms. Confirmed that they are not closed at night. The restrooms (details) appear to have been recently built, are clean, and include Western-style toilets. Very quiet at night. Cell phone reception is OK. The downside is that the parking lot is unpaved, so you might be woken up by the crunching sound of cars entering at night. Also, since it is a park in a residential area, locals will be extremely wary of you. (Confirmed on-site by administrator in July 2023)"
154,■Free parking and public restrooms. Confirmed that they are not closed at night. 👉️Click here for photos of the restrooms 🚻 and a detailed map. (Confirmed on-site by the administrator in July 2024)
155,"■Free parking and public restrooms. Confirmed that they are not closed at night. 👉️Click here for photos of the restrooms 🚻 and a detailed map. (Confirmed on-site by the administrator in July 2024)
■Report from a reader of this site: Free, with flush toilets. Quiet, many campervans, and close to the ferry terminal. More comfortable than the Wakkanai Station parking lot/free parking lot - personal opinion. (Posted by m in September 2022)"
156,"■Free parking and public restrooms. Confirmed that they are not closed at night. 👉️Photos of the parking lot and restrooms are here. (Administrator's on-site verification, July 2024)
■Report from a reader of this site: It's a blizzard shelter, but it's clean. (Older post from before 2019)"
157,"■Free parking and public restrooms. Confirmed that they are not closed at night. 👉️Photos of the parking lot and restrooms are here. Overnight stays in vehicles are possible, but there are many trucks parked there, and the idling noise is loud. (Confirmed on-site by administrator in July 2024)"
158,"■Free parking and public restrooms. Very quiet. (Older post from before 2019)
■Note that the restrooms were closed due to the effects of COVID-19 when I visited in July 2020. (Older post from before 2019)"
159,■Free parking and public restrooms. The entire parking lot is sloped. Elevation: 535m. (Older post from before 2019)
160,"■Free parking and public toilets. Flush toilets (Japanese style). A little smelly. It's away from the main road, so it's quiet and nice. There's also some shade from trees. (Older post from before 2019)"
161,"■Free parking and public restrooms. Clean, odorless, flushable Western-style toilets. Very convenient location away from the main road. (Older post from before 2019)"
